,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,3,Virtual,27/08/2024,,LPNHK231231629,Focal,,,Focal ISFORD165 Inside 2-Wege 16.5 cm Compo für Ford Fahrzeuge,Assistance,,SELLABLE,DEFECTIVE,Der Hochtöner ist defekt. Mehrfaches anschreiben des Händlers hat nichts gebracht. Support über Amazon nutzlos.,B08FJK31LY,J7-YC0H-NEHV,X001ZQFEXT,
,2,Virtual,27/08/2024,,LPNHK191229334,Pentair,,SCATOLA ROTTA,Jung Pumpen Pumpe U 3 K NIRO Ständerpumpe 4037066002057,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B003Z7N5WK,PV-NZAG-9HXV,X001YJB6WF,
,2,Virtual,27/08/2024,,LPNHK273232568,Storz & Bickel,,,CRAFTY+ Vaporizer (2021),Assistance,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B09M8XNPT2,ZU-N8CZ-8BYL,X001Z6J5CZ,
,2,Virtual,09/09/2024,,LPNHE832986534,Coolpharma,,,"COLPHARMA MAGNETOCARE, Apparecchio Magnetoterapia, Magnetoterapia ad Alta Intensità, Magnetoterapia Bassa Frequenza o Alta Frequenza, 2 Canali 20 Programmi Intensità Regolabile",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,2,Virtual,09/09/2024,,LPNHK266967666,Storz & Bickel,,,"Storz & Bickel Mighty Verdampfer, Kompakt",Assistance,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B00P2K1UQ6,D9-JK9S-5MYF,X001WJ3KRV,
,2,Virtual,09/09/2024,,LPNHK273426666,Storz & Bickel,,,"Storz & Bickel Mighty Verdampfer, Kompakt",Assistance,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B00P2K1UQ6,D9-JK9S-5MYF,X001WJ3KRV,
,2,Virtual,09/09/2024,,LPNHK273996215,Storz & Bickel,,,"Storz & Bickel Mighty Verdampfer, Kompakt",Assistance,,DEFECTIVE,MISSING_PARTS,"Sämtliche Teile fehlen, Gerät kam sehr verdreckt und verklebt an.",B00P2K1UQ6,amzn.gr.D9-JK9S-5MYF-ciJjZo9aJOv92fJc-LN,X001ZZE9VN,
,2,Virtual,09/09/2024,,LPNHK265839673,Storz & Bickel,,,Volcano Storz & Bickel Classic Verdampfer,Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B075FB8V4S,M5-8FWD-JRXF,X00203FBKR,
,2,Virtual,09/09/2024,,N.A.,Soundmaster,,,DAB60WE,Assistance,,-,-,-,-,-,-,
,2,Virtual,09/09/2024,,LPNHE827959257,Fgp,,,FGP - M. STEP® - Tutore bivalve per caviglia (mod. Standard),Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y8AMA,B0100Y8AMA,X001WPI9KX,
,2,Virtual,09/09/2024,,LPNHE809278972,Soundmaster,,,"soundmaster | Radio Portable, Radio Douche Etanche, Radio Etanche pour Piscine, Dab+, FM Bluetooth, USB Fonction Mains Libres, avec Microphone, protégé Contre Les Projections deau,",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Radio portable ne capte pas correctement, en mode FM ou DAB+.  De plus l&#39;autonomie n&#39;est pas très performante (rechargé 2 fois en 24heures)",B09779BFMM,OC-7PYA-CBVM,X001V60JSN,
,3,Virtual,09/09/2024,,LPNHK295984042,Blaupunkt,,MANCA SCATOLA,"Blaupunkt GTB 8200 A, czarny",Assistance,,,,,,,,
,3,Virtual,09/09/2024,,LPNIC075791680,Minelab,,,Minelab Vanquish 440 Detector de metales con bobina impermeable doble D V10 de 10 x 7 pulgadas,Assistance,,,,,,,,
,3,Virtual,09/09/2024,,LPNHF001529207,Bushido,,,Fucile Softair Saigo Defense Bushido Gi Black Combo Aeg | Elettrico | Metallo | Calibro 6 | 0.9 Joule,Assistance,,,,,,,,
,3,Virtual,09/09/2024,,LPNHK142834504,Thera-band,,,"Theraband Latexfreie Übungsbänder im Set gelb/rot/grün, leicht",Assistance,,,,,,,,
,3,Virtual,09/09/2024,,LPNRP015957996,Fgp,,,FGP - M. STEP® - Tutore bivalve per caviglia (mod. Standard),Assistance,,,,,,,,
,2,Virtual,11/09/2024,,LPNA002643834,Olimpia Splendid,,,"Olimpia Splendid 01914 Dolceclima Compact 9 P Climatizzatore Portatile, 9000 Btu/H, 2.34 Kw, Bianco, 34.5 x 35.5 x 70.3 Cm",Assistance,,,,,,,,
,113,,30/11/2023,,LPNHE781976557,Speedbox,,,"SPEEDBOX 3.0 pour Moteur Bosch Active, Performance/CX, Compatible Moteur 2020",Assistance,,DEFECTIVE,NOT_AS_DESCRIBED,Le speedbox n&#39;est pas compatible  avec mon performance cx bosch alors que sur le descriptif  il l&#39;indique  en tant  que compatible,B083SDYG86,amzn.gr.CU-DLOY-JMX6-L1_E-Nhg6O6wDMMZ-LN,X001SE980X,
,113,,30/11/2023,,LPNHE783860291,Peartune,,,Gold-Fieber PearTune MSO 4.0 für Bosch Smart System Kiox 300 Display Smart E-Bike Tuning Chip,Assistance,,DEFECTIVE,DEFECTIVE,Alle Pins sind verbogen und man bejommt sie gar nicht mehr hinein !!! KompletterSchrott!!!,B0BMGTQKMZ,BF-PX0U-0T7J,X001UO0QFR,
,113,,01/12/2023,,LPNHE778017597,Speedbox,,,"SPEEDBOX Module de réglage E-Bike Electronic 2, vélo électrique pour Bosch Active, Performance, Ligne CX",Assistance,,DEFECTIVE,NOT_COMPATIBLE,Pas de connexion sur le moteur du vélo,B07F8BWC2C,65-IH74-F63A,X001E95RNJ,
,113,,05/02/2024,,LPNHK141139344,Tellur,,selfie stick tripod manca scatola,-,Assistance,,-,-,-,B07DF9LCZT,-,-,
,113,Standard,05/02/2024,,LPNHK166143091,Orno,,universal power supply senza scatola,ORNO 12v Netzteil Open Frame mit Überlast- und Kurzschlussschutz (250),Assistance,,CUSTOMER_DAMAGED,DEFECTIVE,,B09BVXY4LV,2H-6AXR-LZ6T,X001LSH45R,
,115S,,05/02/2024,,N.A.,Speedbox,,OO - crank puller,-,Assistance,,-,-,-,-,-,-,
,115S,,05/02/2024,,N.A.,Speedbox,,OO - 3.0,-,Assistance,,-,-,-,-,-,-,
,115,,05/02/2024,,LPNA028632176,Bonomini,,,"Bonomini 6229AR90B4 Valvola Meccanica di Non Ritorno Anti-Odore, Grigio/Verde",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B074PWP56Z,1237,B074PWP56Z,
,,,05/02/2024,,LPNHK138402459,ABC Design,,germania,ABC Design Adapter Limbo - ABC Design Tulip/Maxi-Cosi/Cybex Adapter für Babyschalen & Autositz - passend für City-Kinderwagen Limbo - Farbe: black,New inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B08BG3QLLP,25-LJL5-YWWU,X001NLFTRH,
,v1,,09/02/2024,,LPNA030984397,Singer,,Ago non si muove,"Singer - Starlet 6699, Macchina da cucire",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,,B00RY36ENI,2S-081L-95HL,X001IC07H3,
,v1,,09/02/2024,,LPNHE201452876,Singer,,,"Singer Promise 1412 Macchina da Cucire, Bianco",Assistance,,DEFECTIVE,DEFECTIVE,,B00HIDDY6Y,DC-X5W3-1P5K,X001LQGB9J,
,v1,,09/02/2024,,LPNHE639424076,Singer,,,"Singer 1408 Máquinas de Coser, Blanco",Assistance,,DEFECTIVE,DEFECTIVE,dejo de funcionar,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,v1,,09/02/2024,,LPNHE795043660,Singer,,,"Singer, Weiss, 1 Nähmaschine, Acrylic, 1",Assistance,,DEFECTIVE,DAMAGED_BY_FC,Karton aufgerissen. Maschine verschmutzt &amp; ein Faden war eingesetzt. Anleitung nicht vorhanden! Maschine  verschmutzt. Sie haben uns eine gebrauchte Maschine als NEU verkauft! Bitte sofort ERSATZ,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,V1,,09/02/2024,,LPNHF001092266,Singer,,Ago non si muove,"Singer MÁQUINA DE Coser Promise 1408, Aluminium, Bianco, 2.7 mm",Assistance,,DEFECTIVE,DEFECTIVE,Difettoso,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,v1,,09/02/2024,,LPNHF001192812,Singer,,,"Singer Start 1306 Macchina da Cucire Meccanica, Bianco, Sconosciuta",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00SWI4J18,W5-HNTV-QTNM,X001LQGAX1,
,v1,,09/02/2024,,LPNHF001232921,Singer,,,"Singer Start 1306 Macchina da Cucire Meccanica, Bianco, Sconosciuta",Assistance,,DEFECTIVE,DEFECTIVE,si è bloccata dopo il primo utilizzo,B00SWI4J18,W5-HNTV-QTNM,X001LQGAX1,
,v1,,09/02/2024,,LPNHK192878131,Singer,,,"Singer, Weiss, 1 Nähmaschine, Acrylic, 1",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Nicht gut,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,A,,09/02/2024,,LPNHL939086434,Singer,,,"Singer Tradition 2282 Für Nähmaschine, Kunststoff Druckguss, Weiß, 35 x 12 x 25 cm",Assistance,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B00IKH6Q1C,6L-LTOD-RH3T,X001S8FVVJ,
,v1,,09/02/2024,,LPNHL939094541,Singer,,,"Singer, Weiss, 1 Nähmaschine, Acrylic, 1",Assistance,,CUSTOMER_DAMAGED,DEFECTIVE,,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,v1,,09/02/2024,,LPNIC049265805,Singer,,plastiche rotte,Singer Herramienta rápida para Coser Puntadas,Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,v3,,09/02/2024,,LPNA031075839,Singer,,In attesa di sacchetto,"Singer, 2250, Macchina da Cucire, Bianco, 43x22x35,2 cm",Waiting,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B001CBZB5K,3L-T8Y8-IJXL,X001LPXS87,
,v3,,09/02/2024,,LPNHK110088567,Singer,,In attesa di sacchetto,"Singer, Weiss, 1 Nähmaschine, Acrylic, 1",Waiting,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Er hat nicht die Kraft, ständig zu arbeiten. Es schneidet auch den Faden ab und bricht manchmal die Nadel",B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,v3,,09/02/2024,,LPNHK192649430,Singer,,In attesa di sacchetto,"Singer 2250, Weiß, 43 x 22 x 35,2 cm 6 Kg",Waiting,,DEFECTIVE,DEFECTIVE,Hook not catching thread,B001CBZB5K,3L-T8Y8-IJXL,X001LPXS87,
,v3,,09/02/2024,,LPNIC055362423,Singer,,In attesa di sacchetto,"Singer 2250 Tradition - Máquina de Coser mecánica, 10 Puntadas, 43 x 22 x 35.2 cm, 6 Kg, Blanco",Waiting,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B001CBZB5K,3L-T8Y8-IJXL,X001LPXS87,
,113,,21/02/2024,,LPNA040391452,Globus,,,"Globus | Magnum L Solenoide Flessibile, Magnetoterapia con 8 Programmi per Trattamenti Domiciliari, per Trattare Fratture e Patologie Croniche Come Ar",Assistance,,DEFECTIVE,DEFECTIVE,Non funziona l’articolo è difettoso,B00MGLW0TA,5J-Z39V-ISGI,X001J52OE3,
,113,,21/02/2024,,LPNIC065757767,Globus,,visibilmente usato,"GLOBUS | Magnum XL Solenoides Soft, Magnetoterapia Tratamientos Domiciliarios, Tratar los Trastornos Osteoarticulares, Ayuda a la Regeneración de Las Articulaciones en Caso de Artritis y Artrosis",Assistance,,CUSTOMER_DAMAGED,PRODUCT_NOT_SPANISH,,B01ABV790G,amzn.gr.PK-GPEG-MG6Z-x6Dxec4w5Y9JJRvU-LN,X001W8YSQT,
,113,,21/02/2024,,LPNHK191466352,Globus,,,"GLOBUS | Elite, 4-Kanal-Elektrostimulator, 98 Programme für jeden Behandlungsbedarf, Fitness, Körperform, Schönheit, Gesundheit und Wohlbefinden",Assistance,,DEFECTIVE,DEFECTIVE,Akku defekt. Nach vollständiger Ladung ist nur ein Betrieb von wenigen Sekunden möglich.,B008MXT6S4,U3-TMN9-J200,X001EY2SWR,
,113,Standard,21/02/2024,,LPNIC020773701,Orno,,,"ORNO WE-520 Medidor De Consumo Electrico Trifásica Con Certificado MID 0.25A - 80A, 230v/400v, 50/60hz, 800 Imp/kwh",Assistance,,DEFECTIVE,DEFECTIVE,No funciona correctamente.,B07T83BMVW,5900378653011,B07T83BMVW,
,113,,21/02/2024,,LPNIC065648317,Urbanista,,,"Auriculares Verdaderamente Inalámbricos Urbanista Stockholm 14H de Duración Bluethooth 5.0 con Estuche de Carga, Controles Táctiles y Cascos con Mi",Assistance,,DEFECTIVE,DEFECTIVE,"charged it, red light comes on, but product does not work at all.",B07QXQ6MQ8,3Z-VGIB-DHEC,X001UNI9ZH,
,113,Standard,21/02/2024,,LPNIC066362235,Orno,,,Orno Fuente de Alimentación 12V Open Frame con Protección Contra Sobrecargas y Cortocircuitos (250.00),Assistance,,DEFECTIVE,DEFECTIVE,No funciona.,B09BVXY4LV,2H-6AXR-LZ6T-stickerless,B09BVXY4LV,
,113,Standard,21/02/2024,,LPNIC012904319,Orno,,scatola rotta,"Kerbl Titan N 1800, 1.8 J Alimentation pour clôture de pâturage, Alimentation électrique 230 V",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,J&#39;ai essayé différent câble et même en direct la machine ne fournis qu&#39;un léger courant qui produit un léger piquement je ne pense pas que les chevaux soit effrayé,B07NRY9PP8,4018653972052,B07NRY9PP8,
,113,,22/02/2024,,LPNHK111469561,Soundmaster,,,Soundmaster MCD5550DBR DAB Bluetooth Doppelkassette CD Plattenspieler USB Encoding,Assistance,,DEFECTIVE,DEFECTIVE,Beim Anschluß ans Stromnetz schaltet das Gerät nicht ein,B07PF6QFGQ,G6-BQ7X-11TP,X001VFI4V3,
,113,,22/02/2024,,LPNHE752161784,Globus,,,"Globus | Duo Tens, électrostimulateur à 2 canaux, 20 programmes pour Le Traitement des symptômes douloureux Les Plus Courants",Assistance,,SELLABLE,DEFECTIVE,nous avons un mauvais contact . Le chargement avec le chargeur ne se fait pas. Mauvais contact après plusieurs essais,B00HZO5BDA,FP-NKIZ-IQG4,X001O6ZFD9,
,113,,22/02/2024,,LPNHK190812897,Arizer,,,Arizer Solo 2 Carbon Schwarz Vaporizer,Assistance,,DEFECTIVE,DEFECTIVE,Geht nicht,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,113,Standard,22/02/2024,,LPNA052242669,Orno,,,"ORNO OR-ZS-853 Serratura elettronica con tastiera tattile e funzione intelligente - lettore di impronte digitali, Bluetooth 4.0 (Nero)",Assistance,,DEFECTIVE,MISSING_PARTS,Mancano bulloni per montare maniglia,B09J596FCV,5908254819001,B09J596FCV,
,113,,22/02/2024,,LPNA040394094,Peartune,,,PearTune MSO 3.0 Bosch Nuova versione 2021 - E-Bike Premium Tuning per tutti i motori Bosch 2014-2021,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non funziona,B08KHMQXZ5,CF-D3X1-R78M,X001I4VAQD,
,113,Standard,22/02/2024,,LPNHK197770402,Orno,,,ORNO OR-ZS-850 Elektronisches Türschloss Bluetooth Smart IP44 Öffnen über PIN und über die Anwendung,Assistance,,DEFECTIVE,DEFECTIVE,Mechanischer Fehler,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,115S,,22/02/2024,,LPNHE794771215,Speedbox,,OO,SpeedBox 2 Kit de débridage Pedelec pour tous les moteurs Bosch avec Extracteur de manivelle Manuel d'utilisation (français non garanti) Sujet à d',Assistance,,DEFECTIVE,DEFECTIVE,defectueux,B07NWPGP2N,JK-S1B9-QTIP,X001G831BD,
,113,Standard,22/02/2024,,LPNIC054409844,Orno,,,ORNO ZS-850 Verrou a Code Mecanique Bluetooth Smart IP44 Ouvert via Code PIN ou Application pour Poignée Connectée,Assistance,,DEFECTIVE,DEFECTIVE,après verrouillage il se déverrouille automatiquement,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,113,Standard,22/02/2024,,LPNIC100293097,urmet,,,"Urmet 1130/16 Interphone universel pour installations traditionnelles 5 fils 4 + N et 2 fils 1 + N, Blanc",Assistance,,DEFECTIVE,DEFECTIVE,Il manque des pièces entre autre la pièce qui permet d entendre la sonnerie,B07D8Z1G2L,QF-N17R-XAZB,X001TL49K9,
,113,,22/02/2024,,LPNHE781780304,Asrock,,,ASRock Q270 Pro BTC+ Intel® Q270 LGA 1151 (Socket H4) ATX,Assistance,,DEFECTIVE,DEFECTIVE,defekt,B09NNPMYWC,Y1-IHF8-P6R6,X001QQTNO9,
,113,Standard,22/02/2024,,LPNA052944546,xiaomi,,,"Xiaomi Mi True Wireless Earphones 2 Basic, Cuffie Senza Cavi, Cancellazione Rumore Con Dual Mic, Compatibile Con iOS E Android, Bianco",Assistance,,DEFECTIVE,DEFECTIVE,l&#39;auricolare sx si disconnette dopo alcuni minuti di funzionamento,B08BRGH7S3,amzn.gr.6934177718724-Luh8EbZdK6kqffo-LN,X001R3O35Z,
,115S,,22/02/2024,,N.A.,Speedbox,,OO - 3.0,-,Assistance,,-,-,-,-,-,-,
,115S,Standard,22/02/2024,,LPNHE780272011,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,DEFECTIVE,DAMAGED_BY_FC,"PIN gebrochen, funktioniert nicht",B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,115S,,22/02/2024,,LPNIC085015598,Speedbox,,OO,"Speedbox 3.0 pour Moteur Bosch Active, Performance/CX, Compatible Moteur 2020",Assistance,,DEFECTIVE,DAMAGED_BY_FC,"Article d&#39;occasion et non neuf comme dit sur l&#39;annonce, le boîtier comporte des chocs et la connectique pleine de poussière et boue cela et vraiment incapable",B083SDYG86,CU-DLOY-JMX6,X001S2NZCR,
,113,Standard,22/02/2024,,LPNA053068283,Samsung,,,"Samsung Galaxy Watch3 Smartwatch Bluetooth, cassa 45mm acciaio, cinturino pelle, Saturimetro, Rilevamento cadute, Monitoraggio sport, Batteria 340 mAh",Assistance,,DEFECTIVE,DEFECTIVE,Lo smartwatch non carica e non si accende,B08DRTWWR6,O8-F5QT-W0KE,X001VDGAKH,
,115S,Standard,22/02/2024,,LPNHE757449654,Speedbox,,OO,"SPEEDBOX Module de rï¿½glage E-Bike Electronic 2, vï¿½lo ï¿½lectrique pour Bosch Active, Performance, Ligne CX",Assistance,,DEFECTIVE,DEFECTIVE,La pièce ne fonctionne pas,B07F8BWC2C,65-IH74-F63A,X001E95RNJ,
,113,Standard,22/02/2024,,LPNHE781816562,tellur,,scatola rotta,"TELLUR Vox 60 Headset Bluetooth Handy, Headset für Handys, Multipoint-Zwei verbundene Geräte gleichzeitig, 360° Drehung des rechten oder linken Ohr",Assistance,,DEFECTIVE,DAMAGED_BY_FC,Artikel war schon geöffnet und benutzt!!!,B09LMJR1FK,BK-L2EX-7PFP,X001U0HKB9,
,115S,Standard,22/02/2024,,LPNIC054104007,Speedbox,,OO,SpeedBox 3.0 Brose + chip de tuning de bicicleta eléctrica especializado con conectores originales valores correctos y velocidad ajustable,Assistance,,CUSTOMER_DAMAGED,DEFECTIVE,,B0C348KTTR,7H-SQ5A-H2DW,X001U1TOTJ,
,115S,Standard,22/02/2024,,LPNHE785481745,Speedbox,,OO,SPEEDBOX 3.0 pour Bosch // eBike Tuning également pour les moteurs Bosch de la 4ème Génération // Puce de tuning intelligente de 3ème génératio,Assistance,,DEFECTIVE,DEFECTIVE,,B083XWBG2M,amzn.gr.GN-1WY0-J7NH-mS2RoJzIsychu_7y-LN,X001T730ZX,
,115S,,22/02/2024,,N.A.,Speedbox,,OO - 3.0,-,Assistance,,-,-,-,-,-,-,
,115S,Standard,22/02/2024,,LPNHE780001323,Speedbox,,OO,SPEEDBOX 3.0 pour Bosch // eBike Tuning également pour les moteurs Bosch de la 4ème Génération // Puce de tuning intelligente de 3ème génératio,Assistance,,DEFECTIVE,DEFECTIVE,"Ne fonctionne pas sur mon vélo à moteur  Bosch, Active Line, ou alors la speedbox est défectueuses...",B083XWBG2M,GN-1WY0-J7NH,X001G82WNB,
,115S,Standard,22/02/2024,,LPNIC085302138,Speedbox,,OO,SPEEDBOX 1.0 B.Tuning pour Bosch (système intelligent) E-Bike Tuning Bosch Gen.4 Système intelligent,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0B3F39B4B,AT-XSOW-XLNJ,X001OFI5TV,
,115S,Standard,22/02/2024,,LPNIC083490371,Speedbox,,OO,SPEEDBOX 3.0 pour Bosch // eBike Tuning également pour les moteurs Bosch de la 4ème Génération // Puce de tuning intelligente de 3ème génératio,Assistance,,DEFECTIVE,DEFECTIVE,"Bonjour, Lorsque j&#39;ai installé l&#39;article, le produit a enlevé la bride mais le compteur de vitesse ainsi que le phare avant ne fonctionnait plus. Je suis très insatisfait. je souhaite un remboursement",B083XWBG2M,GN-1WY0-J7NH,X001G82WNB,
,115S,Standard,22/02/2024,,LPNHE783553005,Speedbox,,OO,"SpeedBox 3.0 Bosch + Extracteur de manivelle Kit de tuning pour vélo électrique, convient à tous les moteurs Bosch 2014-2020.",Assistance,,DEFECTIVE,DEFECTIVE,Product determined defective,B083Y1V4XY,T7-YCS0-UPXB,X001EZC4QV,
,115S,Standard,22/02/2024,,LPNHE705202688,Speedbox,,OO,SPEEDBOX 1.0 pour Bosch (système intelligent) E-Bike Tuning Bosch Gen.4 Système intelligent,Assistance,,DEFECTIVE,DAMAGED_BY_FC,Déjà utilisé et détériorer,B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,115S,Standard,22/02/2024,,LPNHE781069758,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,DEFECTIVE,DAMAGED_BY_FC,"Hallo, der kleine graue Stecker ist gebrochen. Gern Umtausch oder Reparatur. Danke im Voraus",B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,115S,Standard,22/02/2024,,LPNIC082923937,Speedbox,,OO,SPEEDBOX 3.0 pour Bosch // eBike Tuning ï¿½galement pour les moteurs Bosch de la 4ï¿½me Gï¿½nï¿½ration // Puce de tuning intelligente de 3,Assistance,,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,,B083XWBG2M,GN-1WY0-J7NH,X001G82WNB,
,115S,Standard,22/02/2024,,LPNHE784883917,Speedbox,,OO,SPEEDBOX 3.0 pour Bosch // eBike Tuning également pour les moteurs Bosch de la 4ème Génération // Puce de tuning intelligente de 3ème génératio,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B083XWBG2M,GN-1WY0-J7NH,X001G82WNB,
,115S,Standard,22/02/2024,,LPNHK152550396,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,CUSTOMER_DAMAGED,PART_NOT_COMPATIBLE,,B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,113,Standard,22/02/2024,,LPNHE785244081,Orno,,,ORNO OR-ZS-850 Elektronisches Tï¿½rschloss Bluetooth Smart IP44 ï¿½ffnen ï¿½ber PIN und ï¿½ber die Anwendung Silver,Assistance,,DEFECTIVE,DEFECTIVE,App ohne Funktion,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,113,Standard,22/02/2024,,LPNHE778117001,Orno,,,ORNO OR-ZS-850 Elektronisches Türschloss Bluetooth Smart IP44 Öffnen über PIN und über die Anwendung Silver,Assistance,,DEFECTIVE,DEFECTIVE,Funktioniert nicht bei mein tür,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,113,Standard,22/02/2024,,LPNIC082988313,Globus,,tutto buttato li dentro  usatissimo,"Globus Elite Electrostimulateur Mixte Adulte, Multicolore, Unique",Assistance,,CUSTOMER_DAMAGED,DEFECTIVE,,B008MXT6S4,U3-TMN9-J200,X001EY2SWR,
,113,Standard,22/02/2024,,LPNHE783380508,Orno,,,"ORNO CR-261 Unterputz Bewegungsmelder 2 3-Drah,160 Grad und Schutzart : IP20",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"The sensor doesn&#39;t work well,  ​Controlla i dettagli 69 / 5.000 Risultati della traduzione Risultato di traduzione if I move close sometimes it turns on the light and sometimes it doesn&#39;t.",B08L995JJJ,5900378654742,B08L995JJJ,
,113,Standard,22/02/2024,,LPNHE783380507,Orno,,,"ORNO CR-261 Unterputz Bewegungsmelder 2 3-Drah,160 Grad und Schutzart : IP20",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"The sensor doesn&#39;t work well,  ​Controlla i dettagli 69 / 5.000 Risultati della traduzione Risultato di traduzione if I move close sometimes it turns on the light and sometimes it doesn&#39;t.",B08L995JJJ,5900378654742,B08L995JJJ,
,113,Standard,22/02/2024,,LPNHE783380510,Orno,,,"ORNO CR-261 Unterputz Bewegungsmelder 2 3-Drah,160 Grad und Schutzart : IP20",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"The sensor doesn&#39;t work well,  ​Controlla i dettagli 69 / 5.000 Risultati della traduzione Risultato di traduzione if I move close sometimes it turns on the light and sometimes it doesn&#39;t.",B08L995JJJ,5900378654742,B08L995JJJ,
,113,Standard,22/02/2024,,LPNHE783380509,Orno,,,"ORNO CR-261 Unterputz Bewegungsmelder 2 3-Drah,160 Grad und Schutzart : IP20",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"The sensor doesn&#39;t work well,  ​Controlla i dettagli 69 / 5.000 Risultati della traduzione Risultato di traduzione if I move close sometimes it turns on the light and sometimes it doesn&#39;t.",B08L995JJJ,5900378654742,B08L995JJJ,
,113,Standard,22/02/2024,,LPNIC013411586,Orno,,,ORNO PRE-433 Minuterie Relais Temporisé Minuteur Numérique pour Montage sur Rail DIN Indicateur LED avec 52 Programmes Programmable,Assistance,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B082Y7KS9X,5902560327410,B082Y7KS9X,
,115S,Standard,29/02/2024,,LPNHE780669900,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,DEFECTIVE,DEFECTIVE,Das Kabel ist völlig kaputt und es funktioniert nicht.,B0B3JQYWH2,FX-QZWC-0G2J,X001UNIJT3,
,113,Standard,29/02/2024,,LPNA053385992,powunity,,,"PowUnity, tracker GPS ""BikeTrax"" per biciclette a pedalata assistita (allarme antifurto, con tracking dal vivo, cronologia dei percorsi, per Bosch, Br",Assistance,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B08JQMKQTJ,Z2-D567-SFN0,X001US0C1B,
,113,Standard,29/02/2024,,LPNA053662058,powunity,,,BikeTrax GPS per Bosch Generation 4 (not Smart System) Protezione antifurto per Bici elettriche,Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B08NZ9ZTBW,H7-NYKR-OP03,X001V0NKSZ,
